"Date","Order ID","Type","Detail","Item ID","Document","Price","AU RWT","US RWT","US BWT","Sales Tax Amount","Sales Tax Type","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2022-04-07 04:24:42 +1000","161569346","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47233822","14.37","","4.31","","","","10.06","ThemeForest","United States","Oklahoma","Norman","73071"
"2022-04-06 20:12:32 +1000","161546888","Author Fee","Author Fee for included support sale IVIP47228346","34122841","","2.59","","","","","","-2.59","ThemeForest","","","",""
"2022-04-06 20:12:32 +1000","161546888","Author Fee","Author Fee for sale IVIP47228346","34122841","","4.31","","","","","","-4.31","ThemeForest","","","",""
"2022-04-06 20:12:32 +1000","161546888","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47228346","8.63","","","","","","8.63","ThemeForest","Russian Federation","","Moscow",""
"2022-04-06 20:12:32 +1000","161546888","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47228346","14.37","","","","","","14.37","ThemeForest","Russian Federation","","Moscow",""
"2022-04-06 14:21:37 +1000","161534406","Author Fee","Author Fee for included support sale IVIP47225368","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-06 14:21:37 +1000","161534406","Author Fee","Author Fee for sale IVIP47225368","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-06 14:21:37 +1000","161534406","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47225368","9.38","","","","","","9.38","ThemeForest","Dominican Republic","San Pedro de Macoris","Municipio Consuelo","21300"
"2022-04-06 14:21:37 +1000","161534406","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47225368","15.62","","","","","","15.62","ThemeForest","Dominican Republic","San Pedro de Macoris","Municipio Consuelo","21300"
"2022-04-06 10:53:42 +1000","161529964","Author Fee","Author Fee for included support sale IVIP47224284","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-06 10:53:42 +1000","161529964","Author Fee","Author Fee for sale IVIP47224284","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-06 10:53:42 +1000","161529964","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47224284","9.38","","2.81","","","","6.57","ThemeForest","United States","New Jersey","Leonia","07605"
"2022-04-06 10:53:42 +1000","161529964","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47224284","15.62","","4.69","","","","10.93","ThemeForest","United States","New Jersey","Leonia","07605"
"2022-04-06 05:33:00 +1000","161520843","Author Fee","Author Fee for included support sale IVIP47221896","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-06 05:33:00 +1000","161520843","Author Fee","Author Fee for sale IVIP47221896","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-06 05:33:00 +1000","161520843","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47221896","6.38","","","","","","6.38","ThemeForest","Turkey","","Istanbul",""
"2022-04-06 05:33:00 +1000","161520843","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47221896","10.62","","","","","","10.62","ThemeForest","Turkey","","Istanbul",""
"2022-04-06 02:35:12 +1000","161513560","Author Fee","Author Fee for included support sale IVIP47219987","34122841","","2.59","","","","","","-2.59","ThemeForest","","","",""
"2022-04-06 02:35:12 +1000","161513560","Author Fee","Author Fee for sale IVIP47219987","34122841","","4.31","","","","","","-4.31","ThemeForest","","","",""
"2022-04-06 02:35:12 +1000","161513560","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47219987","8.63","","","","","","8.63","ThemeForest","Åland Islands","","Warsav",""
"2022-04-06 02:35:12 +1000","161513560","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47219987","14.37","","","","","","14.37","ThemeForest","Åland Islands","","Warsav",""
"2022-04-05 23:47:59 +1000","161505430","Author Fee","Author Fee for included support sale IVIP47217945","34122841","","2.59","","","","","","-2.59","ThemeForest","","","",""
"2022-04-05 23:47:59 +1000","161505430","Author Fee","Author Fee for sale IVIP47217945","34122841","","4.31","","","","","","-4.31","ThemeForest","","","",""
"2022-04-05 23:47:59 +1000","161505430","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47217945","8.63","","","","","","8.63","ThemeForest","Japan","Tôkyô [tokyo]","Shibuya City","1518528"
"2022-04-05 23:47:59 +1000","161505430","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47217945","14.37","","","","","","14.37","ThemeForest","Japan","Tôkyô [tokyo]","Shibuya City","1518528"
"2022-04-05 23:43:07 +1000","161505201","Author Fee","Author Fee for included support sale IVIP47217877","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-05 23:43:07 +1000","161505201","Author Fee","Author Fee for sale IVIP47217877","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-05 23:43:07 +1000","161505201","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47217877","6.38","","","","","","6.38","ThemeForest","Malta","","Pieta","PTA1200"
"2022-04-05 23:43:07 +1000","161505201","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47217877","10.62","","","","","","10.62","ThemeForest","Malta","","Pieta","PTA1200"
"2022-04-05 20:18:55 +1000","161495724","Author Fee","Author Fee for included support sale IVIP47215684","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-05 20:18:55 +1000","161495724","Author Fee","Author Fee for sale IVIP47215684","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-05 20:18:55 +1000","161495724","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47215684","6.38","","","","","","6.38","ThemeForest","Mongolia","Sukhbaatar","Ulaanbaatar","11000"
"2022-04-05 20:18:55 +1000","161495724","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47215684","10.62","","","","","","10.62","ThemeForest","Mongolia","Sukhbaatar","Ulaanbaatar","11000"
"2022-04-05 18:37:36 +1000","161491396","Author Fee","Author Fee for included support sale IVIP47214614","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-05 18:37:36 +1000","161491396","Author Fee","Author Fee for sale IVIP47214614","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-05 18:37:36 +1000","161491396","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47214614","6.38","","","","","","6.38","ThemeForest","Korea, Republic of","Seoul","Gangnam-gu","06224"
"2022-04-05 18:37:36 +1000","161491396","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47214614","10.62","","","","","","10.62","ThemeForest","Korea, Republic of","Seoul","Gangnam-gu","06224"
"2022-04-05 12:21:21 +1000","161480657","Author Fee","Author Fee for included support sale IVIP47212199","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-05 12:21:21 +1000","161480657","Author Fee","Author Fee for sale IVIP47212199","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-05 12:21:21 +1000","161480657","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47212199","9.38","","","","","","9.38","ThemeForest","China","wuhan","wuhan","430000"
"2022-04-05 12:21:21 +1000","161480657","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47212199","15.62","","","","","","15.62","ThemeForest","China","wuhan","wuhan","430000"
"2022-04-05 12:03:15 +1000","161480354","Author Fee","Author Fee for included support sale IVIP47212105","34122841","","2.59","","","","","","-2.59","ThemeForest","","","",""
"2022-04-05 12:03:15 +1000","161480354","Author Fee","Author Fee for sale IVIP47212105","34122841","","4.31","","","","","","-4.31","ThemeForest","","","",""
"2022-04-05 12:03:15 +1000","161480354","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47212105","8.63","","2.59","","","","6.04","ThemeForest","United States","New York","New York","10001"
"2022-04-05 12:03:15 +1000","161480354","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47212105","14.37","","4.31","","","","10.06","ThemeForest","United States","New York","New York","10001"
"2022-04-05 11:49:19 +1000","161479979","Author Fee","Author Fee for included support sale IVIP47212031","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-05 11:49:19 +1000","161479979","Author Fee","Author Fee for sale IVIP47212031","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-05 11:49:19 +1000","161479979","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47212031","6.38","","1.91","","","","4.47","ThemeForest","United States","California","SAN FRANCISCO","94103"
"2022-04-05 11:49:19 +1000","161479979","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47212031","10.62","","3.19","","","","7.43","ThemeForest","United States","California","SAN FRANCISCO","94103"
"2022-04-05 10:00:39 +1000","161477908","Author Fee","Author Fee for included support sale IVIP47211423","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-05 10:00:39 +1000","161477908","Author Fee","Author Fee for sale IVIP47211423","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-05 10:00:39 +1000","161477908","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47211423","9.38","","2.81","","","","6.57","ThemeForest","United States","Georgia","Stone Mountain","30083"
"2022-04-05 10:00:39 +1000","161477908","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47211423","15.62","","4.69","","","","10.93","ThemeForest","United States","Georgia","Stone Mountain","30083"
"2022-04-05 03:55:39 +1000","161466367","Author Fee","Author Fee for included support sale IVIP47208471","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-05 03:55:39 +1000","161466367","Author Fee","Author Fee for sale IVIP47208471","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-05 03:55:39 +1000","161466367","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47208471","9.38","","2.81","","","","6.57","ThemeForest","United States","Florida","chuluota","32766"
"2022-04-05 03:55:39 +1000","161466367","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47208471","15.62","","4.69","","","","10.93","ThemeForest","United States","Florida","chuluota","32766"
"2022-04-05 02:23:01 +1000","161462547","Author Fee","Author Fee for included support sale IVIP47207517","34122841","","2.59","","","","","","-2.59","ThemeForest","","","",""
"2022-04-05 02:23:01 +1000","161462547","Author Fee","Author Fee for sale IVIP47207517","34122841","","4.31","","","","","","-4.31","ThemeForest","","","",""
"2022-04-05 02:23:01 +1000","161462547","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47207517","8.63","","","","","","8.63","ThemeForest","Portugal","Lisboa","São Marcos","2735-521"
"2022-04-05 02:23:01 +1000","161462547","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47207517","14.37","","","","","","14.37","ThemeForest","Portugal","Lisboa","São Marcos","2735-521"
"2022-04-04 16:25:28 +1000","161436308","Author Fee","Author Fee for included support sale IVIP47201342","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-04 16:25:28 +1000","161436308","Author Fee","Author Fee for sale IVIP47201342","33283311","","3.19","","","","","","-3.19","ThemeForest","","","",""
"2022-04-04 16:25:28 +1000","161436308","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47201342","6.38","","","","","","6.38","ThemeForest","Italy","NA","bacoli","80070"
"2022-04-04 16:25:28 +1000","161436308","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47201342","10.62","","","","","","10.62","ThemeForest","Italy","NA","bacoli","80070"
"2022-04-04 13:26:55 +1000","161432442","Author Fee","Author Fee for included support sale IVIP47200513","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-04-04 13:26:55 +1000","161432442","Author Fee","Author Fee for sale IVIP47200513","33515927","","4.69","","","","","","-4.69","ThemeForest","","","",""
"2022-04-04 13:26:55 +1000","161432442","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47200513","9.38","","","","","","9.38","ThemeForest","India","Karnataka","Panambur","575010"
"2022-04-04 13:26:55 +1000","161432442","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47200513","15.62","","","","","","15.62","ThemeForest","India","Karnataka","Panambur","575010"
"2022-04-04 11:40:42 +1000","161430560","Author Fee","Author Fee for included support sale IVIP47200045","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-04-04 11:40:42 +1000","161430560","Author Fee","Author Fee for sale IVIP47200045","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-04-04 11:40:42 +1000","161430560","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47200045","9.38","","2.81","","","","6.57","ThemeForest","United States","Texas","Cedar Park","78613"
"2022-04-04 11:40:42 +1000","161430560","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47200045","15.62","","4.69","","","","10.93","ThemeForest","United States","Texas","Cedar Park","78613"
"2022-04-04 02:43:51 +1000","161418486","Author Fee","Author Fee for included support sale IVIP47197350","33283311","","1.99","","","","","","-1.99","ThemeForest","","","",""
"2022-04-04 02:43:51 +1000","161418486","Author Fee","Author Fee for sale IVIP47197350","33283311","","3.32","","","","","","-3.32","ThemeForest","","","",""
"2022-04-04 02:43:51 +1000","161418486","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47197350","6.38","","","","","","6.38","ThemeForest","Poland","Mazowieckie","Siedlce","08-110"
"2022-04-04 02:43:51 +1000","161418486","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47197350","10.62","","","","","","10.62","ThemeForest","Poland","Mazowieckie","Siedlce","08-110"
"2022-04-04 00:39:11 +1000","161414961","Author Fee","Author Fee for extended support sale IVIP47196576","33283311","","1.91","","","","","","-1.91","ThemeForest","","","",""
"2022-04-04 00:39:11 +1000","161414961","Author Fee","Author Fee for included support sale IVIP47196576","33283311","","1.99","","","","","","-1.99","ThemeForest","","","",""
"2022-04-04 00:39:11 +1000","161414961","Author Fee","Author Fee for sale IVIP47196576","33283311","","3.32","","","","","","-3.32","ThemeForest","","","",""
"2022-04-04 00:39:11 +1000","161414961","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months extended support)","33283311","IVIP47196576","6.38","","","","","","6.38","ThemeForest","United States","Tennessee","Nashville","37207"
"2022-04-04 00:39:11 +1000","161414961","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47196576","6.38","","1.91","","","","4.47","ThemeForest","United States","Tennessee","Nashville","37207"
"2022-04-04 00:39:11 +1000","161414961","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47196576","10.62","","3.19","","","","7.43","ThemeForest","United States","Tennessee","Nashville","37207"
"2022-04-03 21:47:31 +1000","161409965","Author Fee","Author Fee for included support sale IVIP47195470","34122841","","2.70","","","","","","-2.70","ThemeForest","","","",""
"2022-04-03 21:47:31 +1000","161409965","Author Fee","Author Fee for sale IVIP47195470","34122841","","4.49","","","","","","-4.49","ThemeForest","","","",""
"2022-04-03 21:47:31 +1000","161409965","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47195470","8.63","","","","","","8.63","ThemeForest","Romania","Romania","SATU MARE",""
"2022-04-03 21:47:31 +1000","161409965","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47195470","14.37","","","","","","14.37","ThemeForest","Romania","Romania","SATU MARE",""
"2022-04-03 13:55:30 +1000","161400515","Author Fee","Author Fee for included support sale IVIP47193684","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-04-03 13:55:30 +1000","161400515","Author Fee","Author Fee for sale IVIP47193684","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-04-03 13:55:30 +1000","161400515","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47193684","9.38","","","","","","9.38","ThemeForest","Taiwan","","Taipei",""
"2022-04-03 13:55:30 +1000","161400515","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47193684","15.62","","","","","","15.62","ThemeForest","Taiwan","","Taipei",""
"2022-04-03 03:09:21 +1000","161388241","Author Fee","Author Fee for included support sale IVIP47191064","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-04-03 03:09:21 +1000","161388241","Author Fee","Author Fee for sale IVIP47191064","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-04-03 03:09:21 +1000","161388241","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47191064","9.38","","","","","","9.38","ThemeForest","Morocco","","Tameslohte","42312"
"2022-04-03 03:09:21 +1000","161388241","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47191064","15.62","","","","","","15.62","ThemeForest","Morocco","","Tameslohte","42312"
"2022-04-02 20:53:43 +1100","161375991","Author Fee","Author Fee for included support sale IVIP47188647","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-04-02 20:53:43 +1100","161375991","Author Fee","Author Fee for sale IVIP47188647","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-04-02 20:53:43 +1100","161375991","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47188647","9.38","","","","","","9.38","ThemeForest","India","Maharashtra","Pune","411014"
"2022-04-02 20:53:43 +1100","161375991","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47188647","15.62","","","","","","15.62","ThemeForest","India","Maharashtra","Pune","411014"
"2022-04-02 16:13:02 +1100","161369746","Author Fee","Author Fee for included support sale IVIP47187449","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-04-02 16:13:02 +1100","161369746","Author Fee","Author Fee for sale IVIP47187449","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-04-02 16:13:02 +1100","161369746","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47187449","9.38","","","","","","9.38","ThemeForest","Kyrgyzstan","Chui","Bishkek","720033"
"2022-04-02 16:13:02 +1100","161369746","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47187449","15.62","","","","","","15.62","ThemeForest","Kyrgyzstan","Chui","Bishkek","720033"
"2022-04-01 13:48:59 +1100","161323855","Author Fee","Author Fee for included support sale IVIP47176397","33283311","","1.99","","","","","","-1.99","ThemeForest","","","",""
"2022-04-01 13:48:59 +1100","161323855","Author Fee","Author Fee for sale IVIP47176397","33283311","","3.32","","","","","","-3.32","ThemeForest","","","",""
"2022-04-01 13:48:59 +1100","161323855","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47176397","6.38","","1.91","","","","4.47","ThemeForest","United States","Florida","Cape Coral","33909"
"2022-04-01 13:48:59 +1100","161323855","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47176397","10.62","","3.19","","","","7.43","ThemeForest","United States","Florida","Cape Coral","33909"
"2022-04-01 05:05:46 +1100","161309739","Author Fee","Author Fee for included support sale IVIP47172908","33283311","","1.99","","","","","","-1.99","ThemeForest","","","",""
"2022-04-01 05:05:46 +1100","161309739","Author Fee","Author Fee for sale IVIP47172908","33283311","","3.32","","","","","","-3.32","ThemeForest","","","",""
"2022-04-01 05:05:46 +1100","161309739","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47172908","6.38","","","","","","6.38","ThemeForest","Turkey","","istanbul",""
"2022-04-01 05:05:46 +1100","161309739","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47172908","10.62","","","","","","10.62","ThemeForest","Turkey","","istanbul",""
"2022-04-01 04:20:09 +1100","161307781","Author Fee","Author Fee for included support sale IVIP47172377","33283311","","1.99","","","","","","-1.99","ThemeForest","","","",""
"2022-04-01 04:20:09 +1100","161307781","Author Fee","Author Fee for sale IVIP47172377","33283311","","3.32","","","","","","-3.32","ThemeForest","","","",""
"2022-04-01 04:20:09 +1100","161307781","Sale","Ncmaz - Blog Magazine React + RTL Template (6 months included support)","33283311","IVIP47172377","6.38","","","","","","6.38","ThemeForest","Brazil","SP","São Paulo","01050070"
"2022-04-01 04:20:09 +1100","161307781","Sale","Ncmaz - Blog Magazine React + RTL Template (Regular License)","33283311","IVIP47172377","10.62","","","","","","10.62","ThemeForest","Brazil","SP","São Paulo","01050070"
"2022-04-01 00:23:42 +1100","","Payout","To nghiaxchis@gmail.com via PayPal","","","","","","","","","-1971.16","","","","",""
"2022-03-31 21:31:39 +1100","161288469","Author Fee","Author Fee for included support sale IVIP47167628","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-03-31 21:31:39 +1100","161288469","Author Fee","Author Fee for sale IVIP47167628","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-03-31 21:31:39 +1100","161288469","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47167628","9.38","","","","","","9.38","ThemeForest","Romania","","Dej",""
"2022-03-31 21:31:39 +1100","161288469","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47167628","15.62","","","","","","15.62","ThemeForest","Romania","","Dej",""
"2022-03-31 20:31:08 +1100","161285653","Author Fee","Author Fee for extended support sale IVIP47166922","33515927","","2.81","","","","","","-2.81","ThemeForest","","","",""
"2022-03-31 20:31:08 +1100","161285653","Author Fee","Author Fee for included support sale IVIP47166922","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-03-31 20:31:08 +1100","161285653","Author Fee","Author Fee for sale IVIP47166922","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-03-31 20:31:08 +1100","161285653","Sale","Chisfis - Online Booking React Template (6 months extended support)","33515927","IVIP47166922","9.38","","","","","","9.38","ThemeForest","Korea, Republic of","Busan","Haeundae-gu","48059"
"2022-03-31 20:31:08 +1100","161285653","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47166922","9.38","","","","","","9.38","ThemeForest","Korea, Republic of","Busan","Haeundae-gu","48059"
"2022-03-31 20:31:08 +1100","161285653","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47166922","15.62","","","","","","15.62","ThemeForest","Korea, Republic of","Busan","Haeundae-gu","48059"
"2022-03-31 16:55:18 +1100","161277004","Author Fee","Author Fee for included support sale IVIP47164946","34122841","","2.70","","","","","","-2.70","ThemeForest","","","",""
"2022-03-31 16:55:18 +1100","161277004","Author Fee","Author Fee for sale IVIP47164946","34122841","","4.49","","","","","","-4.49","ThemeForest","","","",""
"2022-03-31 16:55:18 +1100","161277004","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47164946","8.63","","2.59","","","","6.04","ThemeForest","United States","California","Santa Ana","92707"
"2022-03-31 16:55:18 +1100","161277004","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47164946","14.37","","4.31","","","","10.06","ThemeForest","United States","California","Santa Ana","92707"
"2022-03-31 14:41:05 +1100","161274120","Author Fee","Author Fee for included support sale IVIP47164203","34122841","","2.70","","","","","","-2.70","ThemeForest","","","",""
"2022-03-31 14:41:05 +1100","161274120","Author Fee","Author Fee for sale IVIP47164203","34122841","","4.49","","","","","","-4.49","ThemeForest","","","",""
"2022-03-31 14:41:05 +1100","161274120","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47164203","8.63","","","","","","8.63","ThemeForest","Vietnam","Việt Nam","Đà Nẵng","550000"
"2022-03-31 14:41:05 +1100","161274120","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47164203","14.37","","","","","","14.37","ThemeForest","Vietnam","Việt Nam","Đà Nẵng","550000"
"2022-03-31 12:35:00 +1100","161271570","Author Fee","Author Fee for included support sale IVIP47163595","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-03-31 12:35:00 +1100","161271570","Author Fee","Author Fee for sale IVIP47163595","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-03-31 12:35:00 +1100","161271570","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47163595","9.38","","","","","","9.38","ThemeForest","Vietnam","quang nam","thi xa dien ban","560000"
"2022-03-31 12:35:00 +1100","161271570","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47163595","15.62","","","","","","15.62","ThemeForest","Vietnam","quang nam","thi xa dien ban","560000"
"2022-03-31 08:38:22 +1100","161266706","Author Fee","Author Fee for included support sale IVIP47162286","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-03-31 08:38:22 +1100","161266706","Author Fee","Author Fee for sale IVIP47162286","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-03-31 08:38:22 +1100","161266706","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47162286","9.38","","2.81","","","","6.57","ThemeForest","United States","New York","Staten Island","10308"
"2022-03-31 08:38:22 +1100","161266706","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47162286","15.62","","4.69","","","","10.93","ThemeForest","United States","New York","Staten Island","10308"
"2022-03-31 00:27:01 +1100","161245326","Author Fee","Author Fee for included support sale IVIP47156838","33515927","","2.93","","","","","","-2.93","ThemeForest","","","",""
"2022-03-31 00:27:01 +1100","161245326","Author Fee","Author Fee for sale IVIP47156838","33515927","","4.88","","","","","","-4.88","ThemeForest","","","",""
"2022-03-31 00:27:01 +1100","161245326","Sale","Chisfis - Online Booking React Template (6 months included support)","33515927","IVIP47156838","9.38","","","","","","9.38","ThemeForest","Turkey","Mugla","Marmaris ","48700"
"2022-03-31 00:27:01 +1100","161245326","Sale","Chisfis - Online Booking React Template (Regular License)","33515927","IVIP47156838","15.62","","","","","","15.62","ThemeForest","Turkey","Mugla","Marmaris ","48700"
"2022-03-30 15:12:50 +1100","161223025","Author Fee","Author Fee for included support sale IVIP47151735","34122841","","2.70","","","","","","-2.70","ThemeForest","","","",""
"2022-03-30 15:12:50 +1100","161223025","Author Fee","Author Fee for sale IVIP47151735","34122841","","4.49","","","","","","-4.49","ThemeForest","","","",""
"2022-03-30 15:12:50 +1100","161223025","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47151735","8.63","","","","","","8.63","ThemeForest","Thailand","Samutsakhon","Mueng","74000"
"2022-03-30 15:12:50 +1100","161223025","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47151735","14.37","","","","","","14.37","ThemeForest","Thailand","Samutsakhon","Mueng","74000"
"2022-03-30 13:48:12 +1100","161221347","Author Fee","Author Fee for included support sale IVIP47151305","34122841","","2.70","","","","","","-2.70","ThemeForest","","","",""
"2022-03-30 13:48:12 +1100","161221347","Author Fee","Author Fee for sale IVIP47151305","34122841","","4.49","","","","","","-4.49","ThemeForest","","","",""
"2022-03-30 13:48:12 +1100","161221347","Sale","Ncmaz - Blog Magazine WordPress Theme (6 months included support)","34122841","IVIP47151305","8.63","","","","","","8.63","ThemeForest","Indonesia","Jawa Tengah","Batang","51212"
"2022-03-30 13:48:12 +1100","161221347","Sale","Ncmaz - Blog Magazine WordPress Theme (Regular License)","34122841","IVIP47151305","14.37","","","","","","14.37","ThemeForest","Indonesia","Jawa Tengah","Batang","51212"
